id,text,Emotion,Offensive,Hate
890,RT @Saudis2018: حاخام صهيوني: العرب يجب أن يكونوا عبيداً لليهود<LF><LF>وهناك من يتسابق لتقبيل أيديهم https://t.co/QydrghhyEB,neutral,no,
3194,@united_mano ايوا بدينا مخنثه<LF>اللاعب حمار حمارررر افهموا ياخي <LF>مو يعني يبدع مباراه وحده تقوموا تجددوا له<LF>ايش ذا العقل اللي فيهم<LF>عشان كذا مو قادرين نوقع م احد م الدلوخ اللي ف الاداره,anger,yes,not_hate
7572,🇸🇦<LF>شاركونا بأجمل المشاعر والعبارات عن #اليوم_الوطني_السعودي90  عبر الحائط الالكتروني⬇<LF>@MOE_MDI_09 <LF><LF>https://t.co/4H6oUJxBvt,anticipation,no,
843,تعجبني مرهه ييجي بنت اتزي صوتها يخووفف,love,no,
2155,@abdulla29348403 @spishal555 @R2ge_ @Dr_alwasmi غيرصحيح الكويت نسبة البطالة فيها من الاعلى خليجيا  https://t.co/10WE3IGzyO,neutral,no,
7823,أي حد بيستغرب انو ماكل مني بلوك..<LF>لو سألكو مين هاد انا ما بعرفو ليش هيك مسوي؟!<LF>قولوله كان رأيك بضان في حاجات كتير<LF>أو حكيت كلام معجبش الشب عن ياسر عرفات,anger,yes,not_hate
8319,@shwaishalfahad @MohammedAlDeaye محمد الدعيع لو يوقف في كفة و انت و النصر و تاريخكم العار حتى اداراتكم و اعلامكم في كفة <LF>لرجحت كفة الدعيع لانه هو التاريخ و انتم على الهامش https://t.co/oYmMeSgfot,disgust,yes,not_hate
2077,RT @q_ar7a: منتج شعف في مدينة ابها رايكم 👇🏻 https://t.co/jCvfENSI0G,neutral,no,
5020,@M__uiw @Bin_Medical @Ali_Albukhaiti اليمنه هاجين من فقر اليمن من زمان عندنا متجنسين منهم وتجار بسوق طيبه ومكه واسوق شعبيه كثيره وعندنا في ابو ريالين بكل مكان جت فتره جرائم تحرش اليمنه باطفالنا في البقالات والاسواق كل ما اشتهى فيهم الواحد مسك حقه وحكه حومو كبودنا.وش دخل امنا فيكم تتحرشون بكل شي ونسكت لكم يعني !!!,anger,no,
4503,"ما أقارنِه بأحَد,أجمْل شعُور أنخلِق معاه.❤️",love,no,
6558,لاء والله ابارك عادى بس لو واخدها بشرف ونضافه لكن انا لكد انهارده ماشوفتش دوري ليهم نضيف يستاهلوا يتباركلهم عليه https://t.co/MZRc8WR27T,disgust,yes,not_hate
4216,@OmarRazzaz الله وكيلك انتوا خوازيق الأردن,disgust,yes,not_hate
2799,@Joori33698026 عادي عادي هدي مافيه شي صعب,optimism,no,
5242,#فايق_وزاهر_اعلام_عاهر<LF>اي تعثر للأهلي<LF>نشوف قيامه بتقوم .. وانت مال أهلك انت وهو .. جمهور الاهلي هايفضل يدعم الفريق و مش هاينساق وراكم ي عرر,anger,yes,not_hate
584,@taeji_2 خليك منهم (طبعا هذولا ناس الله يستر عليهم) امانه العقل جزمه مو متحضر وش ترجين منهم للحين مهم مصدقين ان خلاص bts صار محور الكون والناس صارت تعرفهم الناس قامت تتفتح ياشيخ اذا على التفتح لاتتفتح خلك كذا بس احترم اهتمامات الاخرين خل عندك عقل يحترم اهتمام الاخرين لهدرجه صعبه! مااتوقع!,anger,yes,not_hate
4081,RT @TarekMhmd0: مش گل ما اگتب حاجة عن الناس الوسخة تخدوها عليگم اه انتم وسخين بس انا مش فاضي القح عليگم.,disgust,yes,not_hate
3235,RT @sarah_alghamidi: الأتراك الأحرار نفضوا عنهم غبار الذل والمهانة وجاءوا بأشرف رجل ونصبوه رئيسا.<LF><LF>اما العرب كلما وجدوا حيوانا إنتخبوه.,disgust,yes,hate
4886,@mahdimajeed8 والله لا العن ابوه وا بو ابوه السيستاني او اي شخص يقرب لمحارمي 🤬🤬<LF><LF>لعن الله والديكم عيال كلب دينكم كله بلا شرف اصلا تفووو عليكم,anger,yes,hate
3358,يبقي ليهم صحابهم الولاد و الولاد دي ترتبط ف يبعدوا عنهم و بعد م يفركشوا يرجعوا يكلموا البنات دي ف البنت بمنتهي الرخص ترجع تتكلم عادي ،يا رخيصه دا بعد عنك عشان ارتبط ب واحده لها قيمه عنده إنما انتي ملكيش قيمه و بمجرد م بيفركش بيدور ف دفاتره علي كل واحده رخيصه عارف انها هترجع تتكلم,disgust,yes,not_hate
6751,@Mohamme83044065 لا لا دا زمان كان الناس بتلقى دولارات وفي ملابس البنات بلقن دهب سلسلة خاتم لكن هسي سيد البضاعة بفتشها اولا حتى الحزام بقلعو من البنطلون.,pessimism,no,
6824,في حملة من الداخليه على المرشدين والبلطجية اللي رفضوا التعامل معهم<LF>كلاب السيسي بتساومهم ياتنفيذ المطلوب يا السجن والبهدلة<LF>وطبعآ لهم قضايا سابقة واخدين فيها أحكام كمان https://t.co/XAkCri7pBN,disgust,no,
5629,هم معمم وهم فاسد وهم فضيلة ومجرب وفاشل ابن فاشل <LF>لا علمية ولاثقافة <LF>يستلم منصب حكومي مالي في ظرف العراق طايح بنص الطهارة <LF><LF>#الكاظمي_فاشل,anger,yes,not_hate
3977,عـنـدمـا<LF>تتلاقى الأحبه<LF>على شاطئ ..<LF>سمفونية الذكريات<LF>لهم حياة خاصة<LF>طقوس فريدة<LF>دقائق وساعات <LF>تضيع في أروقة الوقت<LF>فقط الصمت والبسمه<LF> لغة الكلام بينهما<LF><LF> #خواطر <LF>❃#قـمـر 🎼<LF>❤️✧❤ • ೋ═ https://t.co/RRTnpymn7z,love,no,
8280,احد  مرتزقه الإمارات واحد اهم قتله الائمه وحفظه القران في عدن يسران المقطري يقول انه ممنوع من العوده الى عدن  باوامر سعوديه وكان بالامس يتفاخر انه واحدا ممن منعوا عوده الرئيس وحكومته الى  عدن ماكان يتوقع انه  ياتي الدور عليه وامثاله وانهم مجرد اداه  ك مناديل الحمامات يتم استخدمها https://t.co/ZG85VH3CnQ,disgust,yes,not_hate
2970,راجع ليه من تاني <LF>عايز ايه انسااااني,anger,no,
3838,والله حلاتها تصحى الصبح تتجهز تروح تاخذ لك شاهي وتداوم وانت تسمع عبادي وتقعد مع اخوياك بين البريكات اييييه بس,joy,no,
8346,#لا_للتطبيع <LF>إذا صادفك 🐕 كلباً ضالاً ونبح عليك،من الطبيعي أن تحمل حجراً أو عصا تؤمي بها عليه لتوهمه بالردعِ،فيهرب يجر في ذيله الجُبّنَ!فلا أجبن من الكلاب الضالة!<LF><LF>ويقال : إذا غضك 🐕 كلباً فلا تعضه!<LF><LF>#تدل_دربها <LF><LF>ومكرم الشعب !,disgust,yes,hate
2550,200812||معلومة<LF><LF>يرتفع اسم جايهوب الى المرتبة #26 في بحث Twipple اليابان وذلك بعد تحديث الصورة الجماعية لبانقتان .<LF> #2ndDynamiteTeaser <LF><LF>#JHOPE #제이홉 #정호석 <LF>@BTS_twt<LF>©️for_HopeWorld<LF>-Ća https://t.co/Aa9VaZ8CNz,neutral,no,
7349,الخواطر صايره هشة والقلوب رهافي<LF>والمداين صامتة والهقاوي مستبيحه <LF><LF>#جبر_الخواطر,pessimism,no,
344,@iFalcon10 @clo554 ايي مرره حلو اسم هاجر نفس الشي اول بنت,joy,no,
7233,هادي العامري: مستعدون للمثول أمام القضاء في حال وجود ملفات فساد ضدنا..<LF><LF>هو الفيديو مالتك من دتحارب الجنود العراقيين بحرب ايران كافي يوديك اعدام تره!! شلون عين صلفة ذولي!,anticipation,no,
5096,ده قتل اخوتكم في الدفاع وبتطبلولو لحد دلوقتي خدو حقكم من اللي اهان وقتل مشجعين ورموز وخاض في اعرضكم وبعد كده خدو حقكم من وليد #وليد_سليمان https://t.co/BduFdbZ5TF,anger,yes,not_hate
3098,الله على ايام المرحوم احمد مسعود كان عليه كلام من جميع حتى بعد. وفاته بعد حاتم باعشن على اقل اخفقوا البطولات احب ذكركم ايضا جمال ابو عماره طلعت,confidence,no,
8231,الققققمممممم يياااابببنننن اللللكككمللللبببب اااانننننتتتتتت وووويييياااااههههه,disgust,yes,not_hate
871,شوفو الجاسر انهبل  ايش دخل #النصر <LF> ب الفيديو اللي نزله الغامدي  عن المنشطات ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه https://t.co/nJLr5jUcu8,surprise,yes,not_hate
3936,ثوابت علمية غير قابلة للنقاش:<LF>⭕️ البطيخ من جوّا أحمر<LF>⭕️الحليب بيجي من البقرة<LF>⭕️الدائرة ليس لديها زوايا<LF>⭕️القوات اللبنانية أنذل وأوسخ وأوطى حزب بالمجموعة الشمسية,disgust,yes,not_hate
6823,@waseem_yousef 🛑<LF><LF>(والذي نَفْسُ مُحَمّدٍ بيَدِهِ، لا يَسْمَعُ بي أحَدٌ مِن هذِه الأُمّةِ يَهُودِيٌّ، ولا نَصْرانِيٌّ، ثُمّ يَمُوتُ ولَمْ يُؤْمِنْ بالّذِي أُرْسِلْتُ به، إلّا كانَ مِن أصْحابِ النّارِ) رواه مسلم<LF><LF>🛑<LF><LF>➖ صدق رسول الله صلى الله عليه وسلم<LF><LF>➖ وكذب داعية الزندقة والكفر وسيم يوسف<LF><LF>❕,anger,yes,not_hate
4377,@Amoonn24 الله يشرح صدرج و ييسر امرج و يفتح لج ابواب رزقه ❤️❤️,optimism,no,
5558,اشتغلت لجان الإمارات والسعوديه ومصر وبننزل من الترند #احا_ياسيسي كله يشد مش عايزين الحمير تكسب,anger,yes,not_hate
90,@1viw2 @uikil2 اني ماعندي كيني ميني اني امسك الوحدة وامعط رقبتها انتين المسكينة,anger,yes,not_hate
4322,@rw4nd @ali_almatrabi @3madAlshareef هالرقم مايوصله الا اللي على وجه تقاعد وماعاد يزيد صار تعبان وكبر بعمره حق تعبه وقليله عليه اعوذ بالله وكلما قلتو شي تراه بتعبه المصيبه انه موظف اجل كيف تبي اب او ام تاخذ على عيالها راتب هذي مصيبه,pessimism,no,
4651,هذي نهايه توظيف الحريم وبالنهايه فصل لأنهم مو قد الشغل ولايستحقون الراتب اللي يستلمونه واكيد هذولا مافصلوها عبث #ساره_المطيري https://t.co/2EwSKiHrPL,anger,yes,hate
5460,امرأة تعمل حارسة أمن تعيل ٤ أشخاص براتب ثلاثة آلاف وخمسمائة ريال يستقطع منه البنك ألف وخمسمائة ريال.. عليها ديون كثيرة وعاجزة عن السداد.. أسعدوها بتفريج همها وسد بعضا من دينها وعلى الله أجركم🙏🏼<LF><LF>كل ألف ريال منكم سأدفع مقابلها خمسين ريالا حتى ينقضي هذا الدين<LF>. https://t.co/RhsdfEfCm7,anticipation,no,
6266,@_dakx الله يبارك بعمرك يابو عبدالله ♥️,love,no,
5715,كلاكيت تاني مره كسم ابراهيم نور الدين,anger,yes,not_hate
2117,تسوق الان من #tommyhilfiger <LF>استخدم #كوبون_خصم بقيمة ٥ ٪<LF><LF>THAC1423<LF><LF>الكوبون فعال في #السعودية #الكويت #الامارات #البحرين #عمان <LF>#fashion #watches https://t.co/2zSw5MHIVg,neutral,no,
2937,هنا الروابط العائليه ♥️🦅<LF>هنا الجمهور اللى وقت الخطر مفكرش فى نفسه واول حاجه جت فى بالهم الاعيبه ..وانهم يحموكو ..<LF>الجمهور دة فداكو بأروحهم .. <LF><LF>اخص ومليون اخص ..<LF><LF>@SEkramyofficial<LF><LF>#الجمهور_بيقول_اكرامي_غور https://t.co/mmy70ZKrzp,anger,no,
4664,احب اللي يبين لي انه يحب يسولف معاي حتى لو ما عنده سالفه.,anticipation,no,
6699,يامفرق الجوف سلملي ع الجبهات * وكل المؤمنيين فيهن* ونقول بعون الله النصر اتيهن * نطحن ابوكل من يريد يدخلهن* ونحرق ابتهم نطهرهن نحررهن *من كل الانجاس والاانذال والقتله * خدام خدام امريكاو اسرئيل جحافلهن* وندعس رؤس الشر ترامب ونيتن مع الاقزام هادي ومحسن*,disgust,yes,hate
2836,كل شي عاادي كيف تبونه عن بعد كيف تفهمون!يقهرهم,anger,no,
5039,قبل أن تتهمون إخوتكم العراقيين بقتل إخوتهم الذين دافعوا عنهم ببسالة في الميادين وضحوا بالغالي والنفيس في الحروب من المستحيل يفكرون بقتل ناس أبرياء عزل؛هذه ليست اخلاق إخوتكم بل مخططات عدوكم<LF>#انقذوا_طلاب_العراق,anger,no,
7851,جمهور الاهلي مش هيسكت جمهور الاهلي درع الاهلي بس نهايتك علي ايدنا ي عبيد الرزززز #فايق_وزاهر_اعلام_عاهر,anger,yes,not_hate
947,اذا حدثت جريمة في #العراق فابحث اللاعب الخبيث بامن العراق #ايران الشر والارهاب والجريمة . https://t.co/Ge6FHoKXvd,disgust,yes,hate
2925,@WeSaudis عادل فقيه الجبري هذولا أشخاص انتهو عملوا ماعملوا والله بيحاسبهم لاتخلوهم شماعه العمل له وزير وينه مايوظف السعوديين في الوظائف ألي يشغلها أجانب والسبب لإنه تاجر ولايحس بمعاناة العاطلين ماجرب الفقر ولا فضى جيبه من الفلوس ولا ركب تكسي علشان يدور على وظيفه,anger,no,
3720,يمين بالله تعبت من المدح ياسسسسسسالم تعععببببت,love,no,
4791,📌كلمتين مني للأخوه #السورين اللي عندنا في #مصر وبيقولوا إحنا هون في بلدنا وبنعمر<LF><LF>📌أنتم في #مصر ضيوف فقط وبلدنا مش خربانه عشان عمرتوها بشويه مطاعم علي محلات مفروشات وخلافه <LF><LF>📌والأولى بالتعمير هو بلدكم #سوريا اللي سايبنها للدواعش يخربوها فياريت كل واحد يفوق لمكانه وحجمه,anger,yes,hate
4668,اذا مو احلى شي ابدي فيه صباحي 🥺❤️❤️❤️❤️❤️❤️❤️ https://t.co/5GrTldKVQz,joy,no,
883,الحمدلله والشكر حتى يبلغ الحمد والشكر منتهاه 🌹<LF><LF>#اللهم_بك_اصبحنا,optimism,no,
5095,@Dhahi_Khalfan هؤلاء جراثيم الامه....بدرهمك المنفوش لا بالعزائم.. هذا ديدنهم.,anger,no,
4464,لو كان عفاش حيا لكان اول المباركين للحمارات بالتطبيع مع الصهاينه..<LF>فما تشاهدونه اليوم من تباشير وتغاريد وتهنئات من قبل اعلام عفاش وقياداته الهاربه وذبابهم الالكتروني فهو امر طبيعي جدا لما انتجه الهالك من مخزون خائن هابط رخيص يعشق العبوديه والخيانه مقابل حفنه من الريالات..,disgust,yes,not_hate
5958,أقولها للعرب المتأسلمين الجبناء .. لا تختلفو أمام من باع الرسول وضلل دينه، فمن لا دين له لا أمان له.<LF>اليوم غرّتكم تفاحة آدم مع من هم أكثر منكم خبرة في المكر والإستعلاء، فسيرموكم وستلعنون معاً، طالما أن <LF> فلسطين قضيةالشرفاء ولو حاولتم إخفاءتاريخها<LF>#ميثاق_فلسطين,anger,yes,not_hate
3538,ياسعدنا وياهنانا <LF>شرف وجانا الغالي<LF>هلالنا بيلعب الشوق له مليون <LF>بالتوفيق ان شاء الله يارب ياهلال <LF>نستودعكم الله الذي لاتضيع ودائعه <LF>في حفظ الله ورعايته يازعيم https://t.co/hEEja8LoOO,optimism,no,
3852,RT @saeedalqadhi999: وكل يوم يثبت خونجية الكويت .. أنهم الأحقر ، والأنذل ، والأتفه … والأكثر خيانة لوطنهم ، ولدول الخليج العربي ..!!,disgust,yes,hate
8070,مو طبيعية كيف ان بيق هيت طلعت ع حقيقتها بيوم وليلة منجد مدري كيف كنا مخدوعين رغم ان بانقتان كانوا يقولوا لولا الارميز احنا ما بنظل,surprise,yes,hate
6510,@amera01212 أميرتيييي ألف ألف ألف مبروووك ياعمري الله يتمملك على خير فرحتيلي قلبي 😍♥️♥️♥️,joy,no,
5889,شعور صعب لما تخسر شخص كنت تحاول ما تخسره بأي طريقه بس يصدمك ويقولك وخر,sadness,no,
5253,@sarakanaan14 مابعرف ليش بتمنى فترة الجامعة ماتخلص ولو خلصت نكمل ماستر ودكتوراة ونبلش ابحاث واشياء لوقت مانموت شو حياة الفضاوة الي رح نعيشها بدون دراسة😭,fear,no,
5873,RT @abdullah113438: لا ميثاق إلا #ميثاق_وطني فقط<LF>لا قضية إلا #قضيتي_وطني فقط<LF>.<LF>تبا لهم ولكضيتهم <LF>#ميثاق_فلسطين https://t.co/miETiQ80RS,anger,yes,hate
6314,@Guma_el_gamaty لانك يا وسخ عايش مع الانجليز ولا تعاني كما نعاني ومستفيد من الفوضى والميليشيات,anger,yes,hate
8430,اذا سواريز احد اساطير برشلونة وثالث هدافي الفريق تاريخيا تكلم معه كومان دقيقة حتى يخبره انه لا يعتمد عليه فتخيل كيف سيفعل مع الفاشل راكيتيش 😂😂😂😂😂 اظن عبر sms,pessimism,yes,not_hate
2415,عندما تطلب الغرفة <LF>تحويل الكويت الى مركز مالي من عدة عقود ويحدث الانفتاح المتسارع من غير خطة مرحلية وتحديد حاجات السوق ونوع الوظائف التي قد ترفع  كفاءة الانتاج، وبما ان المال سيد الاعمال!<LF>فالنتيجة كثافة عمالية متجولة بلا عمل وفوضى ادارية ورشاوي وضغط على الخدمات تضرر منه الجميع,neutral,no,
4252,كلام جميل وسليم من الأخ صلاح العلاج<LF>@SalahAlelaj<LF>لكن نتمنى من جمعية المحامين الكويتية أن يكون لها وقفة ضد عصابات المافيا التي تدير الإمارات وتبتز المواطنين ، وفضح جرائم حكومة الامارات بحق السياح وأن يقوموا بتوعية المتضررين من هذه الجرائم<LF>#التطبيع_الاماراتي_الاسرائيلي https://t.co/LVeT5uRV62,anticipation,no,
6687,🌺الحمد لله في وجعي ..<LF> الحمد لله في فرحي..<LF> الحمد لله في غضبي..<LF> الحمد لله وفي صمتي ..<LF> الحمد لله مهما كانت الاحوال ..<LF> 🌺صباحكم حمد وشكر علي نعم الله التي لاتعد ولاتحصي الحمد لله دائم وابدا.. https://t.co/njCp2M02nL,confidence,no,
5894,@Aramex_KSA اسوا شركة شحن طلبيتي واصله لها اسبوع الرياض ومن ثلاث ايام المناديب يتصلون يأخذون اللوكيشن حق البيت وبعدها مايوصلون شي والتواصل معاكم زباله جداً محد يرد على خدمة العملاء راح ارفع فيكم شكوى,anger,no,
6069,@imshody اقولك من الداخل ذكي من برا حمار https://t.co/oqyH6f1auN,anger,yes,not_hate
7578,بكر   <LF>العمر 29<LF>من الدرب<LF>متخرجه من الجامعه<LF> بكالوريس انجليزي<LF> الوزن 69<LF> الطول 156<LF>شعر لنص الظهر<LF>اللون حنطي مايل للبياض<LF><LF>المطلوب اعزب او مطلق حتى لو عنده عيال عمره تحت35  يخاف الله ومايمنع اي وظيفه<LF><LF>#الاخبار_الحلوه,anticipation,no,
2899,@saleh_alnasaar ايووووه وايه المطلووووب مننا مثلا بالنسبه لمصر احنا مع الاماررررات والسعوديه باااي شيي يشوفه حتي. لو. قالوا. ارموا نفسكوا. بالبحر لانهم بيتعملوا معانا كاخوات مش عبيد عندهم. طيب ما تقول علي قطر ولا تركيا الي ليها سفير ولا انته تخصص الدول العربيه بس,anger,no,
4557,@woodyshrarh الف مليار مبروك وربنا يتمم على الف خير ان شاء الله 🙏,joy,no,
2398,كل بيت في هذه القصيدة يعتبر حكمة اقرأها جيدا. <LF>للشاعر صالح بن عبدالقدوس أحد شعراء الدوله العباسيه .<LF><LF>*صِلِ الكرامَ وإنْ رموكَ بجفوةٍ*<LF>         *فالصفحُ عنهمْ بالتَّجاوزِ أصـوَبُ*<LF><LF>*واخترْ قرينَكَ واصطنعهُ تفاخراً*<LF>          *إنَّ القريـنَ إلى المُقارنِ يُنسبُ*,neutral,no,
2209,#أردوغان يترأس اجتماعا للحكومة التركية في #أنقرة، لبحث آخر التطورات الداخلية والخارجية وإجراءات الوزارات. https://t.co/q2OxjDO2HK,neutral,no,
1710,@El_Bilade شئ مؤيف ان الدولة تضطر الى مثل هذه الدعاية... كل هذا لان هناك حرب داخلية بين بقايا العصابة و النظام... بوضياف رحمه الله كان محق، و مقتله كان على يد هذه العصابة القذرة.,sadness,no,
104,الاستاذه #رئيسه_حي_التجمع معندهاش مشاكل ف الحي بتاعها كله غير الراجل الغلبان ده!! واقف بعربيه تين  تروح تنزل تضربه وترميله حاجته اللي بيسترزق منها علي الارض وتاخد العربيه اللي بياكل من وراها عيش واللي الله اعلم لامم فلوسها ازاي <LF>ربنا ينتقم منك يابعيده ويشل ايدك https://t.co/1ksSNXLyyk,anger,yes,not_hate
5173,@shozenoski اعوذ بالله منك ومن اشكالك انت احترمت مصدر رزقك اول وانت بتعمل في حركات المشاطات !!!,anger,yes,not_hate
1186,لازم تبقي عارف ان الانسان بيدخل في صراعات بينه وبين نفسه كل يوم ، الف هم والف حزن وضعف علشان يبقي قدامك بكل الثبات دا ، ف خليك حُسن الخُلق ، ولو نصحت انصح بس متفضحش ، ولو هتعاتب خلي بالك ومتجرحش حد ، وعامل الناس بدلوقتي ملكش دعوه بماضيهم ، وعلي اد عقولهم مش بسنهم.💭 🖤,confidence,no,
4353,@q2rai مبروك ياعيني تستاهلين وتدوم أفراحك وإنجازاتك بإذن الله💗💗💗♥️.,joy,no,
8334,@SamJundi موبس اللبنانيين حتى السوريين يمدحون اردوغان متناسين جرائمه في بلدهم وتعامله معهم في مخيماته آخرها جريمة الطفل السوري ايمن_الحدادي,disgust,yes,not_hate
6339,@DijlahTv المصيبة ليس في ظلم الأشرار بل في صمت الاخيار✊🏻🖤✌🏻<LF>#قرار_التعيين_الاهلي_مرفوض https://t.co/MyaQ6nqnbF,anger,no,
8239,@SamJundi @Aboyaze00304938 صدق وهو كذوب ( السعودية لم تبع فلسطين ولكن مثل هذا الحثاله هو من باع فلسطين ),disgust,yes,not_hate
8418,مشتهية ؟ فصخي كلوتك وتعالي 🔥<LF><LF>https://t.co/n6gTuTzcLF<LF>سناب <LF>ممحونة<LF>محرومه<LF>مطلقه<LF>متزوجه<LF>متحرره<LF>سكسيه<LF>اربعينيه<LF>طفلتي<LF>قحبه<LF>راحتي <LF>ثلاثيني<LF>لحس<LF>سكس<LF>محنه<LF>عاهره<LF>لودو<LF>بدويه<LF>عنيف<LF>الرياض <LF>الخبر<LF>جده<LF>الرياض<LF>فويس<LF>ابها <LF>حايل<LF>كلبة <LF>ديرتيه<LF>كام<LF>فون<LF>معصيتي_راحتي<LF>يعور<LF>جده<LF>خلفي انن,anticipation,yes,not_hate
151,🛑 عاجل جدا 🛑<LF>المريضة <LF>منيرة عبدالعزيز السحمان <LF>بحاجة مآسة جدا للتبرع بالدم<LF>*فصيلة - 0*<LF><LF>التبرع في بنك الدم بالشميسي باسم<LF>منيرة  عبدالعزيز السحمان<LF>١٥٨٠٢٥٧ <LF>عاجل جدا يالربع<LF>من اراد التبرع يتواصل مع المنسق على الجوال رقم <LF><LF>+966 55 165 5463<LF>جزاكم الله خير,anticipation,no,
915,افتكرتها فرخة براس كلب هاسكي و كنت داخل اكتب سبحان الله ... https://t.co/P4O9L0SF0Z,surprise,no,
1305,@deavl0 مسوي نفسها منبه وقت الصباح تجي تلحس شعري,joy,no,
4228,يسر #جامعة_الملك_خالد أن ترفع الشكر والامتنان لمقام خادم الحرمين الشريفين وسمو ولي العهد حفظهما الله على توجيهاتهما الكريمة بكل ما يخدم أبناءهما الطلاب والطالبات، كما تثمن جهود معالي وزير التعليم الرامية إلى خدمة العملية التعليمية واستئناف الدراسة مع الحرص على سلامة الجميع.. https://t.co/I7e2YKj0KX,confidence,no,
4239,@Kooky7_Bts ي قلبي روني امين حبيبي وياك ان شاء الله 🥺❤️❤️❤️,love,no,
6814,@FilGoal في البول المعرضين شغالين عند كارتيرون ولا ايه<LF>جتكم القرف موقع خواجات صحيح,disgust,yes,not_hate
8011,@A_J_90 السومه مشاكله كل سنه لابد من خروجه والاستفاده من بيع عقده !!!!,anger,no,
7647,@sub17_fans @jameel11220962 @oamaz7 ياريت توضح لنا ما هي الآلية التي وضعها الشرع ولم يحط بها عمر بن الخطاب عندما قال ان بيعة ابي بكر اول الخلفاء رضي الله عنهما كانت فلته بينما علمتها انت.,anticipation,no,
5180,جمهوره دا حماه يا إعلام المرتزقة<LF>كلاب الشوال https://t.co/TLkPjwuhvT,anger,yes,not_hate
4159,اى القرف دة كنا فاكرنكم ابناء للاهلى واساطير لكن للاسف الخداع عرفنا حقيقتكم .. حسبى الله الله ونعم الوكيل فيكم زى مانتم عايزين تدمرو النادى الخلاكم ليكم اسم وتاريخ ولولة الاهلى كان زمانكم بتبيعوا مناديل #الجمهور_بيقول_اكرامي_غور,disgust,yes,not_hate
5816,RT @iiian97: احس مستحيل اشوفه بالتايم ولا اجلس اعيد فيه حرفياً صوتها يجننننن <LF> https://t.co/rH2HlqTEZF,joy,no,
2796,@fooof345799 @llllollw كان يزروه علشان يحببه بالدين الاسلامي ياتيس انت واياه وبكره يشترو منكم الاراضي ويطلعوكم من اراضيكم  ويقودك انت وياه قود تيس وراهم ايش مايسون بس التيس تيس وبعدين احنا من قديم الزمان الحروب بينا وبينهم والكراهيه الحين تقول تجاره وسياسه,anger,no,
2701,﴿ فَبِمَا رَحْمَةٍ مِنَ اللَّهِ لِنْتَ لَهُمْ وَلَوْ كُنْتَ فَظًّا غَلِيظَ الْقَلْبِ لَانْفَضُّوا مِنْ حَوْلِكَ ﴾<LF><LF>آيه تُقاس  بها تعاملات كثيرة <LF><LF>اللُطف سمة تزيد أصحابها جمالًا وقبولًا <LF>تشعرك بصدق وصول ارواحهم إليك <LF>ولو اختلفت معهم ،، تأنس بوجودهم 💞<LF>.<LF>.<LF>#مها_الخمشي,optimism,no,
1398,@Na2sad حطيت لايك يلا حطيني هايد خليني اجرب الشعور,anticipation,no,
2519,https://t.co/TSufgonZww خدمة لايكات ومشاهدات ومتابعين TikTok  مميزه .mm9,neutral,no,
183,#اعمال تخريب واضرام نار تطال سفارة #الامارات_العبرية في #طرابلس كرد فعل على التطبيع مع #الكيان_الصهيوني<LF>تحية لرجال #ليبيا الاحرار https://t.co/92A4o2RrsF,joy,yes,hate
5688,@Aldana75068788 @ifzxp2 عادي تعلميني كيف ؟ 🥺 اختي الصغيره تعاني مره,sadness,no,
366,احلى من يجيبلي يم يم و هريس😞💙.,love,no,
7244,RT @NadaBouMjahed: #الدنيا زي المرجيحة 😍<LF>#صباح مليء باللذين يجملون حياتنا🙏 https://t.co/A6ngpKLiwG,joy,no,
6502,أصدرت شركة Google تطبيق متخصص في حل المعادلات الرياضية عبر كاميرا جوالك!<LF>فقط تضع الكاميرا على أي معادلة وراح يعطيك حلها وطريقة الحل بالتفصيل ومع شرح بالفيديو.<LF><LF>الآيفون: https://t.co/YaExSxdWZV<LF>الاندرويد: https://t.co/sjby15ROVV https://t.co/D5eAcBIXba,confidence,no,
7237,@Fahad07mo الف الف مبروك معودنا الزعيم بالبطولات تستاهلون ❤️🌹,joy,no,
2417,🌹<LF>نستقبل رؤاكم غداً <LF>الأولوية للمتابعين <LF>أرجو ذكر العمر والحالة الاجتماعيه  <LF>الرؤى الطويله أرجو إرسالها صوتيه على السناب <LF><LF>يصلك الرد وان تأخر <LF><LF>التأخير يكون بسبب كثرة الرسائل<LF>#رتويت,neutral,no,
471,من زمان أنتظر هالخبر❤️❤️❤️❤️❤️.<LF> #العام_الدراسي_الجديد,joy,no,
967,لحظه وش يوسف سيف مو قالوا الشوالي !!,surprise,no,
5880,RT @Ltam__511: الشوق اللي يمرني هو يمر قلبك ؟<LF> #جبر_الخاطر https://t.co/Bo4iL1aIdG,love,no,
6503,💫 التحالف بين الإخوان المفلسون والليبراليين<LF>💫 وإسقاطاتهم على هذه الدولة المباركة 🇸🇦<LF>.<LF>🔻 تحت هذه التغريدة<LF>🔻كوارث تحاك للإساءة للوطن ❗️<LF>👇 https://t.co/0nfzmfbDPj,anger,no,
2656,RT @aktafinA0: #سحب على هديه بقيمه 200 🎁<LF>🎉<LF>رتويت وتابع.     @sultanaleasl <LF>🔥رتويت للمثبته @sultanaleasl<LF>•  السحب من الرتويت 🔥🔥,neutral,no,
